location,timestamp,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,rainfall,pressure,aqi,day,month,hour,season,location_encoded,aqi_lag1,aqi_lag24,pm25_rolling7,target_24h,target_48h,target_72h,target_7d
Bengaluru,2024-01-25 20:00:00,109.21,160.31,35.0,23.22,1.41,46.81,35.6,50.2,8.3,3.0,1008.8,230,25,1,20,1,5,223.0,296.0,123.7957142857143,207.0,242.0,49.0,347.0
Bengaluru,2024-01-25 21:00:00,80.85,117.29,81.68,19.02,1.42,36.22,22.5,53.5,7.5,0.0,1008.5,186,25,1,21,1,5,230.0,237.0,117.7942857142857,305.0,242.0,363.0,193.0
Bhopal,2024-01-25 22:00:00,102.23,148.16,48.56,21.8,0.8,42.02,18.5,51.4,4.6,3.0,1027.2,219,25,1,22,1,1,186.0,334.0,117.98571428571428,408.0,45.0,350.0,254.0
Mumbai,2024-01-25 23:00:00,135.09,217.15,25.99,18.4,0.9,37.47,31.9,69.8,6.8,0.0,1014.3,288,25,1,23,1,4,219.0,92.0,117.40428571428572,371.0,265.0,90.0,419.0
Bengaluru,2024-01-26 00:00:00,150.28,225.17,69.89,24.67,0.99,39.38,29.5,72.7,5.9,0.0,1011.5,325,26,1,0,1,5,288.0,268.0,119.82285714285715,388.0,243.0,242.0,220.0
Pune,2024-01-26 01:00:00,83.11,128.27,50.01,9.18,1.42,35.19,20.0,66.9,9.3,3.0,1009.3,185,26,1,1,1,6,325.0,330.0,108.62428571428572,211.0,328.0,224.0,419.0
Mumbai,2024-01-26 02:00:00,154.78,277.96,61.62,17.46,1.44,38.25,18.2,56.3,4.8,0.0,1010.7,353,26,1,2,1,4,185.0,136.0,116.50714285714285,179.0,430.0,149.0,311.0
Bengaluru,2024-01-26 03:00:00,174.23,291.61,67.58,22.08,2.17,75.77,25.7,60.2,9.3,0.0,1019.5,387,26,1,3,1,5,353.0,337.0,125.79571428571428,260.0,361.0,200.0,215.0
Pune,2024-01-26 04:00:00,136.54,242.98,53.41,23.74,1.59,42.36,18.6,72.4,4.8,0.0,1017.0,310,26,1,4,1,6,387.0,295.0,133.75142857142856,267.0,258.0,177.0,327.0
Bengaluru,2024-01-26 05:00:00,195.07,284.22,38.52,30.45,0.1,47.03,19.6,72.9,6.7,3.0,1008.1,403,26,1,5,1,5,310.0,234.0,147.0142857142857,357.0,166.0,416.0,335.0
Indore,2024-01-26 06:00:00,89.05,138.28,63.61,17.26,1.53,44.13,27.8,15.0,9.5,0.0,1010.0,202,26,1,6,1,3,403.0,322.0,140.43714285714285,127.0,483.0,341.0,312.0
Mumbai,2024-01-26 07:00:00,70.21,113.88,48.01,30.36,0.67,34.32,20.2,53.6,5.2,3.0,1004.1,160,26,1,7,1,4,202.0,459.0,128.99857142857144,404.0,264.0,366.0,134.0
Indore,2024-01-26 08:00:00,48.85,69.89,58.97,15.39,0.92,56.12,30.0,54.4,9.6,0.0,1013.6,115,26,1,8,1,3,160.0,280.0,124.10428571428572,247.0,263.0,325.0,208.0
Bhopal,2024-01-26 09:00:00,179.84,252.08,13.54,29.3,0.99,33.92,37.4,68.7,9.3,0.0,990.0,360,26,1,9,1,1,115.0,266.0,127.6842857142857,218.0,264.0,168.0,245.0
Indore,2024-01-26 10:00:00,146.17,243.84,55.15,25.72,1.07,52.77,26.0,56.9,6.6,0.0,1002.8,324,26,1,10,1,3,360.0,218.0,123.67571428571429,179.0,289.0,214.0,266.0
Indore,2024-01-26 11:00:00,117.78,195.12,37.78,13.61,0.71,33.32,27.9,69.5,11.2,0.0,1012.6,258,26,1,11,1,3,324.0,185.0,120.99571428571429,123.0,250.0,317.0,312.0
Pune,2024-01-26 12:00:00,131.2,205.24,74.45,22.15,1.5,24.56,41.1,40.7,7.7,0.0,996.3,292,26,1,12,1,6,258.0,319.0,111.87142857142855,339.0,222.0,149.0,287.0
Bhopal,2024-01-26 13:00:00,74.98,119.66,57.97,19.64,0.69,43.12,18.7,62.2,11.0,0.0,1025.7,172,26,1,13,1,1,292.0,196.0,109.86142857142856,260.0,212.0,314.0,154.0
Mumbai,2024-01-26 14:00:00,217.83,341.16,51.84,24.38,1.58,22.53,35.3,72.4,13.2,3.0,1006.7,463,26,1,14,1,4,172.0,274.0,130.95,156.0,269.0,255.0,299.0
Delhi,2024-01-26 15:00:00,125.17,176.44,55.78,18.44,2.52,45.5,34.5,34.4,6.7,0.0,1014.9,265,26,1,15,1,2,463.0,219.0,141.85285714285712,157.0,209.0,238.0,324.0
Bengaluru,2024-01-26 16:00:00,124.38,190.81,32.02,17.85,0.74,21.28,33.0,98.0,9.6,0.0,1019.6,263,26,1,16,1,5,265.0,313.0,133.92999999999998,229.0,188.0,314.0,299.0
Pune,2024-01-26 17:00:00,149.03,219.2,73.97,29.58,1.26,33.53,36.0,77.1,5.5,3.0,1013.6,322,26,1,17,1,6,263.0,302.0,134.3385714285714,402.0,261.0,309.0,343.0
Mumbai,2024-01-26 18:00:00,139.24,200.42,79.86,19.31,0.14,17.96,29.0,58.0,4.2,0.0,1012.0,302,26,1,18,1,4,322.0,341.0,137.4042857142857,238.0,243.0,236.0,346.0
Bhopal,2024-01-26 19:00:00,128.96,229.89,54.29,25.78,1.25,77.54,22.9,44.7,6.9,15.0,1008.6,294,26,1,19,1,1,302.0,223.0,137.0842857142857,136.0,398.0,375.0,302.0
Indore,2024-01-26 20:00:00,88.38,144.92,73.45,18.42,1.72,14.84,34.7,55.2,3.1,15.0,1004.1,207,26,1,20,1,3,294.0,230.0,138.99857142857144,242.0,49.0,177.0,255.0
Delhi,2024-01-26 21:00:00,138.86,234.87,38.89,31.67,1.76,38.14,34.9,59.3,4.5,3.0,1009.1,305,26,1,21,1,2,207.0,186.0,127.71714285714286,242.0,363.0,322.0,118.0
Indore,2024-01-26 22:00:00,195.28,298.03,35.25,15.25,1.44,54.01,34.7,65.1,9.4,0.0,1012.6,408,26,1,22,1,3,305.0,219.0,137.73285714285717,45.0,350.0,324.0,302.0
Bengaluru,2024-01-26 23:00:00,173.82,270.68,48.65,15.7,1.84,52.51,27.3,82.0,5.9,0.0,1011.8,371,26,1,23,1,5,408.0,288.0,144.7957142857143,265.0,90.0,233.0,278.0
Bhopal,2024-01-27 00:00:00,183.73,274.63,54.96,30.67,2.67,49.92,22.0,50.4,9.8,0.0,1006.3,388,27,1,0,1,1,371.0,325.0,149.75285714285715,243.0,242.0,284.0,283.0
Delhi,2024-01-27 01:00:00,99.55,143.23,41.7,16.89,2.26,33.56,28.3,67.0,8.5,0.0,1018.4,211,27,1,1,1,2,388.0,185.0,144.08285714285714,328.0,224.0,162.0,154.0
Mumbai,2024-01-27 02:00:00,80.42,118.34,56.6,31.21,1.14,56.92,33.6,37.3,13.4,0.0,1003.4,179,27,1,2,1,4,211.0,353.0,137.14857142857142,430.0,149.0,340.0,177.0
Mumbai,2024-01-27 03:00:00,114.97,197.63,52.9,26.24,0.67,50.79,34.2,51.4,9.2,0.0,1015.6,260,27,1,3,1,4,179.0,387.0,140.94714285714286,361.0,200.0,259.0,335.0
Bhopal,2024-01-27 04:00:00,122.23,204.25,32.03,18.92,1.2,40.97,24.0,64.0,11.1,15.0,1017.1,267,27,1,4,1,1,260.0,310.0,138.57142857142858,258.0,177.0,217.0,258.0
Bhopal,2024-01-27 05:00:00,163.77,265.1,56.3,7.31,0.93,41.37,29.2,69.1,8.8,0.0,1013.4,357,27,1,5,1,1,267.0,403.0,134.07,166.0,416.0,334.0,317.0
Pune,2024-01-27 06:00:00,52.3,83.16,61.82,19.86,1.63,33.75,17.8,45.9,8.5,3.0,1022.0,127,27,1,6,1,6,357.0,202.0,116.71000000000001,483.0,341.0,200.0,253.0
Indore,2024-01-27 07:00:00,181.18,320.51,50.74,20.71,0.81,25.26,33.9,50.9,11.2,0.0,1014.4,404,27,1,7,1,3,127.0,160.0,116.3457142857143,264.0,366.0,149.0,264.0
Delhi,2024-01-27 08:00:00,113.68,162.46,66.44,28.17,1.36,55.32,21.5,81.4,9.6,0.0,1020.3,247,27,1,8,1,2,404.0,115.0,118.36428571428573,263.0,325.0,141.0,360.0
Bengaluru,2024-01-27 09:00:00,102.92,155.65,28.52,31.12,1.82,56.37,32.5,76.6,8.2,0.0,996.0,218,27,1,9,1,5,247.0,360.0,121.57857142857144,264.0,168.0,298.0,215.0
Bhopal,2024-01-27 10:00:00,79.52,122.45,55.49,15.21,1.35,25.62,19.0,61.3,8.2,0.0,1017.6,179,27,1,10,1,1,218.0,324.0,116.51428571428573,289.0,214.0,161.0,282.0
Delhi,2024-01-27 11:00:00,53.81,92.17,29.28,25.61,0.93,35.85,34.2,22.2,9.2,0.0,1015.5,123,27,1,11,1,2,179.0,258.0,106.74000000000001,250.0,317.0,416.0,231.0
Pune,2024-01-27 12:00:00,152.93,274.81,30.17,25.36,1.99,35.99,29.3,98.0,5.4,0.0,1015.2,339,27,1,12,1,6,123.0,292.0,105.19142857142859,222.0,149.0,89.0,232.0
Bhopal,2024-01-27 13:00:00,122.93,183.94,37.91,27.51,0.46,37.54,21.5,57.7,5.2,3.0,1015.7,260,27,1,13,1,1,339.0,172.0,115.28142857142858,212.0,314.0,404.0,233.0
Bhopal,2024-01-27 14:00:00,68.4,119.68,32.93,23.49,1.24,38.9,31.8,53.0,12.1,0.0,1009.1,156,27,1,14,1,1,260.0,463.0,99.16999999999999,269.0,255.0,279.0,288.0
Mumbai,2024-01-27 15:00:00,68.2,118.13,39.23,6.4,1.38,51.26,22.9,49.6,13.5,0.0,1016.6,157,27,1,15,1,4,156.0,265.0,92.67285714285715,209.0,238.0,254.0,222.0
Delhi,2024-01-27 16:00:00,106.57,158.77,44.57,18.91,1.41,27.54,32.2,64.0,4.5,3.0,1022.7,229,27,1,16,1,2,157.0,263.0,93.19428571428571,188.0,314.0,212.0,360.0
Mumbai,2024-01-27 17:00:00,186.76,291.3,61.39,11.91,1.49,26.15,25.1,64.2,5.4,0.0,1000.7,402,27,1,17,1,4,229.0,322.0,108.5142857142857,261.0,309.0,289.0,176.0
Pune,2024-01-27 18:00:00,109.62,171.43,42.86,18.58,1.71,55.31,15.0,73.2,11.2,3.0,1019.1,238,27,1,18,1,6,402.0,302.0,116.48714285714287,243.0,236.0,254.0,249.0
Mumbai,2024-01-27 19:00:00,59.87,107.25,22.63,26.86,1.38,31.52,20.1,43.2,9.2,0.0,1011.2,136,27,1,19,1,4,238.0,294.0,103.19285714285714,398.0,375.0,372.0,218.0
Pune,2024-01-27 20:00:00,110.17,162.21,66.24,22.14,1.22,20.32,24.0,53.0,9.7,3.0,1008.0,242,27,1,20,1,6,136.0,207.0,101.37,49.0,177.0,273.0,374.0
Delhi,2024-01-27 21:00:00,109.09,187.6,34.61,28.04,1.2,31.21,36.6,90.5,10.4,15.0,1004.7,242,27,1,21,1,2,242.0,305.0,107.18285714285715,363.0,322.0,266.0,269.0
Pune,2024-01-27 22:00:00,15.0,23.01,47.06,22.39,1.09,33.38,33.3,61.6,6.7,15.0,1014.3,45,27,1,22,1,6,242.0,408.0,99.58285714285714,350.0,324.0,245.0,365.0
Pune,2024-01-27 23:00:00,117.83,199.41,55.14,10.91,1.79,59.77,38.4,55.2,8.6,0.0,1021.5,265,27,1,23,1,6,45.0,371.0,101.19142857142857,90.0,233.0,260.0,148.0
Mumbai,2024-01-28 00:00:00,110.76,173.68,51.19,2.35,1.08,50.95,38.6,42.9,8.3,0.0,1009.7,243,28,1,0,1,4,265.0,388.0,90.3342857142857,242.0,284.0,297.0,285.0
Indore,2024-01-28 01:00:00,147.85,241.19,65.51,21.04,1.82,54.07,23.3,66.1,4.8,0.0,1016.0,328,28,1,1,1,3,243.0,211.0,95.7957142857143,224.0,162.0,120.0,345.0
Bengaluru,2024-01-28 02:00:00,193.96,336.14,55.66,18.5,1.41,49.48,25.7,74.5,8.5,0.0,1011.9,430,28,1,2,1,5,328.0,179.0,114.95142857142858,149.0,340.0,153.0,269.0
Bengaluru,2024-01-28 03:00:00,165.06,284.18,34.22,13.16,1.14,51.25,24.1,72.0,11.5,15.0,1002.1,361,28,1,3,1,5,430.0,260.0,122.79285714285713,200.0,259.0,315.0,368.0
Indore,2024-01-28 04:00:00,109.24,190.8,82.86,8.1,1.71,28.37,22.3,53.9,6.4,0.0,1010.9,258,28,1,4,1,3,361.0,267.0,122.81428571428572,177.0,217.0,284.0,213.0
Bhopal,2024-01-28 05:00:00,75.74,107.84,51.11,14.86,1.04,35.22,14.1,63.8,8.0,0.0,1008.0,166,28,1,5,1,1,258.0,357.0,131.49142857142857,416.0,334.0,256.0,382.0
Mumbai,2024-01-28 06:00:00,222.93,373.82,45.64,18.64,1.72,24.14,26.9,84.7,8.2,0.0,1005.9,483,28,1,6,1,4,166.0,127.0,146.50571428571428,341.0,200.0,269.0,472.0
Bengaluru,2024-01-28 07:00:00,122.37,178.17,63.42,24.66,1.51,35.05,18.0,75.1,6.6,0.0,1009.4,264,28,1,7,1,5,483.0,404.0,148.16428571428574,366.0,149.0,284.0,242.0
Delhi,2024-01-28 08:00:00,120.56,188.83,51.99,21.32,1.1,47.58,26.8,45.5,9.7,0.0,1010.1,263,28,1,8,1,2,264.0,247.0,144.2657142857143,325.0,141.0,213.0,223.0
Pune,2024-01-28 09:00:00,119.03,192.77,54.39,31.26,1.66,39.88,41.8,17.3,5.3,0.0,1018.0,264,28,1,9,1,6,263.0,218.0,133.56142857142856,168.0,298.0,189.0,389.0
Pune,2024-01-28 10:00:00,127.92,199.7,87.87,12.75,1.67,56.36,23.4,62.7,11.8,0.0,1012.1,289,28,1,10,1,6,264.0,179.0,128.2557142857143,214.0,161.0,274.0,404.0
Bhopal,2024-01-28 11:00:00,114.23,183.66,43.6,26.17,1.98,22.02,28.4,70.8,9.5,0.0,1003.6,250,28,1,11,1,1,289.0,123.0,128.96857142857144,317.0,416.0,183.0,215.0
Bengaluru,2024-01-28 12:00:00,97.05,174.56,42.92,20.33,1.88,45.0,33.3,40.6,4.5,0.0,1019.2,222,28,1,12,1,5,250.0,339.0,132.01285714285714,149.0,89.0,292.0,218.0
Mumbai,2024-01-28 13:00:00,98.13,142.68,49.87,24.86,1.65,20.52,29.0,57.9,12.9,0.0,1014.3,212,28,1,13,1,4,222.0,260.0,114.18428571428572,314.0,404.0,123.0,240.0
Bengaluru,2024-01-28 14:00:00,118.69,198.23,65.14,16.94,0.84,39.32,29.0,53.8,8.0,0.0,1013.7,269,28,1,14,1,5,212.0,156.0,113.65857142857143,255.0,279.0,347.0,142.0
Mumbai,2024-01-28 15:00:00,98.26,153.13,23.9,27.5,2.62,48.36,24.5,59.7,5.2,0.0,1017.2,209,28,1,15,1,4,269.0,157.0,110.47285714285714,238.0,254.0,301.0,191.0
Bhopal,2024-01-28 16:00:00,91.49,132.95,16.55,22.07,0.7,35.0,25.4,49.3,11.0,15.0,1011.9,188,28,1,16,1,1,209.0,229.0,106.53857142857143,314.0,212.0,271.0,168.0
Pune,2024-01-28 17:00:00,124.26,181.85,38.61,15.24,1.87,45.72,20.3,78.6,9.1,0.0,1008.8,261,28,1,17,1,6,188.0,402.0,106.01571428571427,309.0,289.0,333.0,204.0
Indore,2024-01-28 18:00:00,109.8,195.41,21.86,19.92,1.62,24.56,32.9,60.4,1.8,3.0,1014.1,243,28,1,18,1,3,261.0,238.0,105.38285714285713,236.0,254.0,384.0,255.0
Pune,2024-01-28 19:00:00,180.16,315.61,41.2,18.32,0.81,14.71,14.8,43.9,5.8,15.0,1015.7,398,28,1,19,1,6,243.0,136.0,117.25571428571428,375.0,372.0,349.0,284.0
Mumbai,2024-01-28 20:00:00,15.0,26.44,56.04,23.42,1.34,45.8,33.8,72.7,8.4,15.0,1014.3,49,28,1,20,1,4,398.0,242.0,105.38,177.0,273.0,104.0,397.0
Mumbai,2024-01-28 21:00:00,163.66,294.03,33.75,11.74,1.36,62.42,17.2,37.8,0.6,15.0,1016.9,363,28,1,21,1,4,49.0,242.0,111.80428571428571,322.0,266.0,159.0,179.0
Bhopal,2024-01-28 22:00:00,169.84,251.93,25.17,19.79,2.05,24.06,33.7,78.6,7.8,0.0,1012.6,350,28,1,22,1,1,363.0,45.0,122.02999999999999,324.0,245.0,221.0,368.0
Bhopal,2024-01-28 23:00:00,37.06,57.16,49.11,22.77,1.04,55.11,24.5,73.9,8.0,3.0,1006.0,90,28,1,23,1,1,350.0,265.0,114.25428571428571,233.0,260.0,268.0,250.0
Delhi,2024-01-29 00:00:00,106.29,177.26,61.8,20.23,1.27,38.61,18.4,80.2,3.7,0.0,1008.2,242,29,1,0,1,2,90.0,243.0,111.68714285714286,284.0,297.0,296.0,261.0
Pune,2024-01-29 01:00:00,105.14,167.55,20.88,29.43,0.23,19.3,31.1,55.5,8.4,0.0,1020.2,224,29,1,1,1,6,242.0,328.0,111.02142857142857,162.0,120.0,202.0,317.0
Pune,2024-01-29 02:00:00,63.7,99.84,61.12,25.42,2.27,22.16,33.5,50.1,7.5,15.0,1012.2,149,29,1,2,1,6,224.0,430.0,94.38428571428572,340.0,153.0,287.0,171.0
Bhopal,2024-01-29 03:00:00,88.89,137.16,61.08,19.95,0.86,38.22,23.9,59.3,3.7,15.0,1005.2,200,29,1,3,1,1,149.0,361.0,104.94000000000001,259.0,315.0,199.0,301.0
Bengaluru,2024-01-29 04:00:00,75.58,123.76,63.27,21.52,1.56,32.34,32.0,56.6,10.4,0.0,1004.7,177,29,1,4,1,5,200.0,258.0,92.35714285714286,217.0,284.0,222.0,280.0
Mumbai,2024-01-29 05:00:00,190.09,309.89,67.5,22.07,1.35,19.62,11.0,47.6,10.2,0.0,1004.0,416,29,1,5,1,4,177.0,166.0,95.25,334.0,256.0,137.0,294.0
Indore,2024-01-29 06:00:00,157.43,230.57,83.23,22.82,1.35,14.28,17.8,49.1,6.6,0.0,1016.9,341,29,1,6,1,3,416.0,483.0,112.4457142857143,200.0,269.0,180.0,300.0
Bhopal,2024-01-29 07:00:00,170.86,271.45,42.3,7.22,1.8,26.15,36.0,52.1,6.9,3.0,1013.9,366,29,1,7,1,1,341.0,264.0,121.67,149.0,284.0,151.0,454.0
Mumbai,2024-01-29 08:00:00,148.87,241.37,49.75,17.89,2.24,40.71,25.4,39.3,9.8,0.0,1023.1,325,29,1,8,1,4,366.0,263.0,127.91714285714286,141.0,213.0,185.0,200.0
Indore,2024-01-29 09:00:00,74.84,121.84,41.34,9.61,1.53,37.91,14.0,68.8,6.9,15.0,1015.5,168,29,1,9,1,3,325.0,264.0,129.50857142857143,298.0,189.0,348.0,216.0
Delhi,2024-01-29 10:00:00,99.02,146.95,48.03,28.95,1.73,30.98,22.1,57.2,1.3,15.0,1015.8,214,29,1,10,1,2,168.0,289.0,130.95571428571427,161.0,274.0,189.0,206.0
Bengaluru,2024-01-29 11:00:00,139.57,236.85,72.53,19.57,1.56,40.83,20.5,53.1,9.1,3.0,1023.9,317,29,1,11,1,5,214.0,250.0,140.09714285714287,416.0,183.0,486.0,215.0
Delhi,2024-01-29 12:00:00,71.11,100.28,26.48,18.65,1.91,52.56,25.8,40.2,4.9,0.0,1006.2,149,29,1,12,1,2,317.0,222.0,123.10000000000001,89.0,292.0,314.0,208.0
Bhopal,2024-01-29 13:00:00,148.52,229.01,34.22,26.28,1.17,43.52,24.4,39.4,6.3,0.0,1003.0,314,29,1,13,1,1,149.0,212.0,121.82714285714285,404.0,123.0,290.0,346.0
Bengaluru,2024-01-29 14:00:00,110.39,188.99,70.03,22.96,1.94,36.3,28.3,89.0,12.2,0.0,1015.3,255,29,1,14,1,5,314.0,269.0,113.18857142857144,279.0,347.0,191.0,390.0
Delhi,2024-01-29 15:00:00,105.01,170.7,64.32,12.1,1.96,50.99,26.5,48.0,7.1,0.0,1010.5,238,29,1,15,1,2,255.0,209.0,106.92285714285715,254.0,301.0,316.0,223.0
Mumbai,2024-01-29 16:00:00,148.44,223.32,42.19,19.5,1.94,24.56,36.5,67.8,7.5,0.0,1013.8,314,29,1,16,1,4,238.0,188.0,117.43714285714286,212.0,271.0,229.0,195.0
Bhopal,2024-01-29 17:00:00,137.77,231.18,61.67,17.65,1.07,34.85,30.0,60.6,9.1,0.0,1019.3,309,29,1,17,1,1,314.0,261.0,122.97285714285715,289.0,333.0,259.0,307.0
Pune,2024-01-29 18:00:00,105.56,171.74,53.46,7.79,1.32,35.18,30.2,13.6,9.1,15.0,1016.6,236,29,1,18,1,6,309.0,243.0,118.11428571428571,254.0,384.0,470.0,217.0
Delhi,2024-01-29 19:00:00,166.37,285.91,72.0,15.17,1.52,20.68,35.2,86.7,4.6,3.0,1021.1,375,29,1,19,1,2,236.0,398.0,131.72285714285712,372.0,349.0,270.0,327.0
Bengaluru,2024-01-29 20:00:00,76.76,130.03,49.19,18.72,0.71,32.12,24.3,68.9,7.3,0.0,1006.6,177,29,1,20,1,5,375.0,49.0,121.47142857142858,273.0,104.0,347.0,281.0
Bengaluru,2024-01-29 21:00:00,144.64,237.79,64.41,19.2,2.2,8.95,18.2,45.7,7.6,3.0,1017.4,322,29,1,21,1,5,177.0,363.0,126.36428571428571,266.0,159.0,193.0,139.0
Pune,2024-01-29 22:00:00,143.72,229.28,90.27,9.62,1.39,64.77,35.4,57.5,8.4,0.0,1007.4,324,29,1,22,1,6,322.0,350.0,131.8942857142857,245.0,221.0,254.0,395.0
Indore,2024-01-29 23:00:00,107.62,156.4,57.57,28.06,1.54,24.88,28.0,39.6,8.4,0.0,1022.0,233,29,1,23,1,3,324.0,90.0,126.06285714285714,260.0,268.0,419.0,421.0
Bengaluru,2024-01-30 00:00:00,133.05,200.17,48.79,19.29,1.11,60.21,28.0,87.2,15.8,15.0,1014.7,284,30,1,0,1,5,233.0,242.0,125.38857142857144,297.0,296.0,220.0,209.0
Bengaluru,2024-01-30 01:00:00,69.96,109.66,59.56,20.26,0.74,38.53,22.6,43.5,3.7,0.0,1015.0,162,30,1,1,1,5,284.0,224.0,120.30285714285715,120.0,202.0,419.0,234.0
Bhopal,2024-01-30 02:00:00,156.96,257.37,42.16,22.8,1.1,45.91,22.7,49.6,10.6,0.0,1008.5,340,30,1,2,1,1,162.0,149.0,118.95857142857143,153.0,287.0,311.0,292.0
Bengaluru,2024-01-30 03:00:00,112.6,180.78,86.21,14.48,1.51,31.16,32.9,46.3,11.3,0.0,1008.8,259,30,1,3,1,5,340.0,200.0,124.07857142857142,315.0,199.0,215.0,293.0
Indore,2024-01-30 04:00:00,99.09,150.15,50.88,23.19,1.74,40.91,33.9,59.3,9.1,0.0,1014.4,217,30,1,4,1,3,259.0,177.0,117.57142857142857,284.0,222.0,327.0,313.0
Bengaluru,2024-01-30 05:00:00,161.96,227.16,43.63,17.43,1.48,47.11,32.5,79.9,5.4,0.0,1022.5,334,30,1,5,1,5,217.0,416.0,120.17714285714285,256.0,137.0,335.0,431.0
Indore,2024-01-30 06:00:00,91.83,146.78,34.63,13.72,1.57,47.3,32.6,86.6,12.8,15.0,1021.5,200,30,1,6,1,3,334.0,341.0,117.92142857142858,269.0,180.0,312.0,252.0
Mumbai,2024-01-30 07:00:00,63.66,96.4,65.56,24.01,1.23,48.85,31.0,51.6,0.5,15.0,1014.2,149,30,1,7,1,4,200.0,366.0,108.00857142857141,284.0,151.0,134.0,195.0
Indore,2024-01-30 08:00:00,57.73,97.79,61.87,30.44,1.65,32.84,27.9,64.1,5.3,0.0,1009.5,141,30,1,8,1,3,149.0,325.0,106.26142857142858,213.0,185.0,208.0,144.0
Bhopal,2024-01-30 09:00:00,144.24,203.32,40.04,25.07,2.14,31.27,25.8,59.3,11.2,0.0,1015.4,298,30,1,9,1,1,141.0,168.0,104.44428571428571,189.0,348.0,245.0,209.0
Delhi,2024-01-30 10:00:00,68.78,112.39,57.22,26.46,1.75,15.68,35.5,42.3,6.3,15.0,1019.5,161,30,1,10,1,2,298.0,214.0,98.1842857142857,274.0,189.0,266.0,247.0
Pune,2024-01-30 11:00:00,190.19,337.89,23.86,16.36,1.8,45.33,24.4,96.8,12.6,0.0,1013.3,416,30,1,11,1,6,161.0,317.0,111.19857142857144,183.0,486.0,312.0,429.0
Delhi,2024-01-30 12:00:00,36.72,53.97,50.96,8.82,1.55,53.15,29.6,79.8,2.7,0.0,1009.7,89,30,1,12,1,2,416.0,149.0,93.30714285714286,292.0,314.0,287.0,222.0
Mumbai,2024-01-30 13:00:00,187.86,298.44,55.24,30.43,0.65,60.62,21.4,61.0,3.9,0.0,1016.1,404,30,1,13,1,4,89.0,314.0,107.0257142857143,123.0,290.0,154.0,280.0
Bhopal,2024-01-30 14:00:00,128.44,184.51,75.32,34.38,0.88,42.27,22.4,83.3,5.8,0.0,1010.6,279,30,1,14,1,1,404.0,255.0,116.28,347.0,191.0,299.0,263.0
Mumbai,2024-01-30 15:00:00,116.13,191.65,35.67,30.8,1.63,27.27,25.3,77.4,8.8,3.0,1009.9,254,30,1,15,1,4,279.0,238.0,124.62285714285714,301.0,316.0,324.0,358.0
Mumbai,2024-01-30 16:00:00,98.2,159.11,27.55,17.65,1.39,14.24,21.4,59.3,6.8,0.0,1011.7,212,30,1,16,1,4,254.0,314.0,118.0457142857143,271.0,229.0,299.0,487.0
Bengaluru,2024-01-30 17:00:00,135.97,212.51,33.67,11.92,1.62,52.58,32.6,63.2,5.9,0.0,1016.0,289,30,1,17,1,5,212.0,309.0,127.64428571428572,333.0,259.0,343.0,218.0
Bengaluru,2024-01-30 18:00:00,118.49,190.6,26.61,12.54,2.24,12.85,17.6,82.2,12.0,3.0,1010.7,254,30,1,18,1,5,289.0,236.0,117.40142857142857,384.0,470.0,346.0,230.0
Bhopal,2024-01-30 19:00:00,164.13,288.65,69.39,8.21,1.76,33.23,27.7,42.9,12.3,0.0,1011.8,372,30,1,19,1,1,254.0,375.0,135.60285714285715,349.0,270.0,302.0,349.0
Delhi,2024-01-30 20:00:00,124.57,184.18,72.78,19.25,2.03,34.86,27.9,84.8,6.2,15.0,1012.9,273,30,1,20,1,2,372.0,177.0,126.56142857142858,104.0,347.0,255.0,302.0
Indore,2024-01-30 21:00:00,126.01,177.55,53.12,31.24,1.45,37.03,14.3,54.4,2.0,0.0,1009.7,266,30,1,21,1,3,273.0,322.0,126.21428571428571,159.0,193.0,118.0,403.0
Bengaluru,2024-01-30 22:00:00,105.46,183.98,67.54,19.01,1.0,38.5,23.9,82.4,0.6,0.0,1021.3,245,30,1,22,1,5,266.0,324.0,124.69000000000001,221.0,254.0,302.0,310.0
Bhopal,2024-01-30 23:00:00,117.72,191.99,50.14,22.12,1.37,39.93,28.8,57.9,8.3,0.0,1023.1,260,30,1,23,1,1,245.0,233.0,127.47857142857141,268.0,419.0,278.0,240.0
Bhopal,2024-01-31 00:00:00,132.31,232.37,46.48,29.63,1.0,5.0,30.0,63.4,9.6,15.0,1010.2,297,31,1,0,1,1,260.0,284.0,126.95571428571428,296.0,220.0,283.0,321.0
Delhi,2024-01-31 01:00:00,51.59,84.55,42.67,17.17,2.18,38.21,25.6,57.5,7.7,0.0,1007.2,120,31,1,1,1,2,297.0,162.0,117.39857142857144,202.0,419.0,154.0,352.0
Bhopal,2024-01-31 02:00:00,66.07,113.91,43.03,34.25,1.8,6.79,31.7,49.5,7.3,15.0,1009.2,153,31,1,2,1,1,120.0,340.0,103.39,287.0,311.0,177.0,325.0
Pune,2024-01-31 03:00:00,149.73,235.36,23.24,33.94,1.66,48.25,26.2,53.7,4.9,0.0,1014.7,315,31,1,3,1,6,153.0,259.0,106.98428571428572,199.0,215.0,335.0,295.0
Bhopal,2024-01-31 04:00:00,126.83,215.61,52.23,19.08,2.02,30.23,27.1,80.1,9.6,15.0,1011.5,284,31,1,4,1,1,315.0,217.0,107.10142857142857,222.0,327.0,258.0,356.0
