timestamp,location,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,rainfall,pressure,aqi
2025-01-21 10:00:00,Bhopal,109.72,156.57,54.5,27.29,0.92,57.18,35.6,44.2,7.4,0.0,1020.2,235
2025-01-21 11:00:00,Bhopal,161.8,260.09,34.53,19.92,1.66,19.31,28.6,82.5,5.1,2.5,1013.1,346
2025-01-21 12:00:00,Mumbai,112.71,165.88,70.18,25.33,0.99,38.28,23.2,60.2,9.2,12.0,1021.7,248
2025-01-21 13:00:00,Bhopal,79.86,142.8,16.33,18.8,1.51,53.8,27.7,45.7,11.2,12.0,1019.1,177
2025-01-21 14:00:00,Bhopal,163.31,236.03,64.67,17.43,0.62,42.19,23.2,46.2,5.6,0.0,1015.9,346
2025-01-21 15:00:00,Bhopal,128.86,201.21,41.64,16.0,1.29,37.11,37.3,47.3,11.8,12.0,1003.5,277
2025-01-21 16:00:00,Delhi,73.7,124.93,57.89,16.14,0.41,23.38,32.7,75.6,8.3,0.0,1012.5,173
2025-01-21 17:00:00,Mumbai,103.34,173.8,46.2,8.71,1.09,18.42,31.1,36.0,8.7,0.0,1013.2,232
2025-01-21 18:00:00,Bhopal,79.35,124.51,62.09,19.59,1.38,44.24,35.4,45.0,2.9,0.0,1013.1,182
2025-01-21 19:00:00,Bhopal,61.6,94.78,39.19,17.76,0.99,53.07,15.9,46.6,2.6,0.0,1011.5,138
2025-01-21 20:00:00,Delhi,142.42,222.03,28.52,22.47,0.78,29.73,31.5,54.8,8.4,0.0,1015.2,301
2025-01-21 21:00:00,Mumbai,176.83,266.25,66.31,18.56,1.54,21.33,20.1,50.9,10.4,12.0,1015.9,378
2025-01-21 22:00:00,Indore,61.05,90.48,43.3,17.02,1.16,5.5,28.0,32.6,6.0,0.0,1003.6,136
2025-01-21 23:00:00,Mumbai,129.7,206.65,48.32,12.77,1.0,23.23,26.1,49.0,13.0,12.0,1018.8,283
2025-01-22 00:00:00,Mumbai,87.23,131.49,63.52,18.43,1.22,33.64,32.0,53.5,10.2,0.0,1004.6,196
2025-01-22 01:00:00,Mumbai,92.95,140.82,29.52,22.43,2.25,54.19,29.4,45.6,5.3,12.0,1010.0,198
2025-01-22 02:00:00,Delhi,89.27,148.42,53.93,11.14,1.66,43.08,36.1,65.3,8.1,0.0,1007.6,203
2025-01-22 03:00:00,Mumbai,79.76,142.56,36.15,18.52,1.67,38.66,24.4,68.8,15.4,0.0,1008.4,183
2025-01-22 04:00:00,Indore,111.7,183.35,43.02,19.4,1.37,30.2,32.3,53.8,4.3,0.0,1017.4,246
2025-01-22 05:00:00,Bhopal,80.92,115.78,46.08,13.69,1.27,28.0,29.0,58.5,9.6,0.0,1012.6,175
2025-01-22 06:00:00,Mumbai,119.47,170.86,22.5,14.47,0.24,51.87,18.2,22.6,7.0,12.0,1015.4,245
2025-01-22 07:00:00,Delhi,108.24,192.73,33.32,19.38,0.93,37.41,22.5,48.7,10.1,0.0,1015.2,243
2025-01-22 08:00:00,Mumbai,101.64,154.38,65.27,11.2,1.01,9.77,27.1,70.1,11.8,0.0,1002.4,226
2025-01-22 09:00:00,Mumbai,78.24,112.41,58.29,20.1,0.45,26.92,34.7,48.6,6.8,12.0,1009.2,174
2025-01-22 10:00:00,Indore,89.81,147.26,44.06,12.63,0.74,24.7,30.8,43.9,11.4,2.5,1015.7,201
2025-01-22 11:00:00,Indore,136.44,225.05,48.65,24.38,0.41,28.44,21.0,89.2,14.7,12.0,1015.3,300
2025-01-22 12:00:00,Delhi,127.53,211.63,40.59,32.03,1.18,41.75,27.2,82.3,8.2,0.0,1003.2,280
2025-01-22 13:00:00,Delhi,75.79,114.21,65.35,12.84,1.53,33.71,40.1,62.0,10.4,0.0,1017.2,173
2025-01-22 14:00:00,Delhi,113.48,159.55,41.99,21.21,1.64,34.08,28.7,72.1,6.2,0.0,1015.1,238
2025-01-22 15:00:00,Delhi,136.3,243.43,48.48,13.64,1.37,50.76,26.0,21.6,8.1,2.5,1007.2,308
2025-01-22 16:00:00,Delhi,51.57,77.37,62.19,24.25,0.81,26.64,31.0,43.2,7.5,0.0,1014.0,123
2025-01-22 17:00:00,Bhopal,129.02,215.51,33.34,10.41,0.43,57.37,32.6,48.0,10.4,12.0,1010.9,281
2025-01-22 18:00:00,Bhopal,86.81,146.07,68.38,20.88,0.5,26.94,25.3,51.5,11.6,0.0,1014.5,203
2025-01-22 19:00:00,Delhi,129.97,213.67,22.04,12.76,0.69,36.07,31.0,47.7,7.7,12.0,1003.0,278
2025-01-22 20:00:00,Delhi,83.29,127.02,69.44,16.76,0.84,31.63,26.0,16.7,12.6,2.5,1010.2,190
2025-01-22 21:00:00,Bhopal,46.83,70.64,39.41,11.81,1.14,36.48,32.3,60.8,12.6,0.0,1017.9,107
2025-01-22 22:00:00,Indore,53.04,86.93,41.36,22.93,0.79,40.34,29.0,63.2,10.5,0.0,1014.7,123
2025-01-22 23:00:00,Bhopal,111.68,195.05,16.65,12.98,1.34,40.21,30.9,79.0,6.5,2.5,1016.0,244
2025-01-23 00:00:00,Delhi,119.09,211.83,38.18,21.31,1.11,25.96,23.4,43.2,6.2,12.0,1010.8,268
2025-01-23 01:00:00,Indore,78.35,113.01,29.4,15.94,1.2,21.53,23.1,41.9,5.6,0.0,1014.8,165
2025-01-23 02:00:00,Delhi,132.35,193.49,35.89,17.31,1.66,65.04,33.7,15.0,10.8,0.0,1011.2,277
2025-01-23 03:00:00,Mumbai,51.85,92.18,42.94,18.89,0.73,29.19,27.5,50.6,4.4,0.0,1007.4,124
2025-01-23 04:00:00,Indore,107.69,182.49,59.37,13.43,1.37,43.39,29.7,68.5,10.0,12.0,1010.7,245
2025-01-23 05:00:00,Delhi,67.61,118.54,48.11,19.26,1.19,15.71,26.2,45.8,4.8,0.0,1019.3,159
2025-01-23 06:00:00,Bhopal,87.19,129.13,49.62,27.18,1.07,31.64,33.4,87.2,10.5,2.5,1017.7,191
2025-01-23 07:00:00,Delhi,111.66,182.57,28.57,13.33,1.55,33.47,24.4,51.2,8.1,2.5,1007.0,241
2025-01-23 08:00:00,Bhopal,79.89,134.24,31.79,25.03,1.55,40.67,27.2,57.2,12.0,0.0,1009.9,178
2025-01-23 09:00:00,Indore,96.54,161.42,71.98,26.99,0.82,5.0,32.7,34.6,11.4,2.5,1007.4,225
2025-01-23 10:00:00,Bhopal,145.22,227.02,33.97,13.1,1.13,36.99,35.0,59.3,12.3,2.5,1012.9,308
2025-01-23 11:00:00,Indore,89.81,126.29,69.84,9.27,1.31,21.2,24.9,25.3,12.4,0.0,1017.0,199
2025-01-23 12:00:00,Delhi,139.25,227.42,41.35,19.81,1.09,38.89,39.8,65.4,8.4,2.5,1022.2,303
2025-01-23 13:00:00,Bhopal,70.46,105.78,45.03,14.72,1.43,22.56,29.9,65.9,4.5,2.5,1004.9,156
2025-01-23 14:00:00,Indore,128.54,203.11,61.06,29.21,1.31,24.73,21.7,75.4,4.8,0.0,1016.3,283
2025-01-23 15:00:00,Indore,160.45,286.1,64.08,18.21,1.93,31.72,30.2,39.7,1.7,12.0,1012.0,365
2025-01-23 16:00:00,Indore,23.49,36.64,43.34,13.19,0.59,22.37,25.7,57.4,4.7,0.0,1010.2,61
2025-01-23 17:00:00,Mumbai,82.11,142.53,39.18,11.12,1.15,29.29,30.6,63.5,8.2,0.0,1007.3,187
2025-01-23 18:00:00,Indore,130.2,192.1,44.16,24.54,0.84,20.68,27.7,61.6,6.3,0.0,1020.9,275
2025-01-23 19:00:00,Delhi,102.89,171.73,50.07,14.57,1.44,13.0,28.4,42.0,7.5,0.0,1003.9,231
2025-01-23 20:00:00,Delhi,122.99,220.25,58.37,18.26,0.55,47.22,22.5,19.1,9.5,12.0,1009.6,283
2025-01-23 21:00:00,Delhi,88.86,128.03,45.06,23.73,1.34,19.45,33.9,60.2,7.1,2.5,1013.8,191
2025-01-23 22:00:00,Indore,113.03,158.62,54.28,15.09,0.95,32.86,21.1,52.7,4.6,2.5,1014.3,240
2025-01-23 23:00:00,Delhi,104.55,164.5,69.58,17.72,0.91,44.03,21.3,46.5,7.8,0.0,1018.2,236
2025-01-24 00:00:00,Indore,150.87,216.81,50.72,17.9,0.62,27.62,30.2,66.5,5.3,0.0,1007.6,316
2025-01-24 01:00:00,Indore,118.9,202.06,49.67,22.1,1.01,25.1,37.6,54.3,7.2,0.0,1015.1,266
2025-01-24 02:00:00,Indore,121.82,215.11,22.22,21.54,1.63,37.71,25.9,35.2,12.0,0.0,1011.7,268
2025-01-24 03:00:00,Mumbai,95.58,150.41,5.54,16.68,1.19,48.42,32.2,26.0,7.2,12.0,1012.2,198
2025-01-24 04:00:00,Bhopal,92.93,139.72,50.83,18.38,1.45,20.97,34.4,38.1,13.3,2.5,1009.7,204
2025-01-24 05:00:00,Delhi,94.86,149.29,43.58,15.77,1.87,33.2,32.9,90.9,12.3,0.0,1012.8,208
2025-01-24 06:00:00,Mumbai,123.81,209.15,37.28,9.13,1.31,14.21,26.1,65.8,6.3,0.0,1011.3,272
2025-01-24 07:00:00,Delhi,95.27,133.72,48.65,19.55,0.98,30.28,21.5,57.8,4.7,2.5,1010.2,203
2025-01-24 08:00:00,Mumbai,120.14,196.53,44.09,29.35,1.39,35.41,14.8,52.3,7.8,0.0,1009.4,264
2025-01-24 09:00:00,Bhopal,182.64,300.5,61.92,12.7,0.98,24.74,26.4,51.3,11.5,0.0,1013.9,400
2025-01-24 10:00:00,Bhopal,140.49,232.52,46.29,13.36,1.0,29.52,35.1,72.5,6.5,0.0,1005.3,308
2025-01-24 11:00:00,Bhopal,98.59,147.57,33.8,12.78,0.59,18.1,21.3,47.6,10.7,2.5,1011.0,210
2025-01-24 12:00:00,Bhopal,152.04,256.29,59.85,22.35,1.57,35.92,32.2,63.7,11.6,0.0,1008.2,339
2025-01-24 13:00:00,Indore,95.72,137.5,41.74,20.69,1.05,47.67,22.3,49.8,5.7,0.0,1011.4,204
2025-01-24 14:00:00,Delhi,38.67,57.21,52.9,17.05,1.27,21.83,28.6,84.1,6.0,0.0,1011.4,94
2025-01-24 15:00:00,Delhi,74.72,130.83,37.84,12.49,0.79,27.53,32.2,66.1,10.1,0.0,1016.3,171
2025-01-24 16:00:00,Delhi,44.52,75.49,35.25,18.55,1.37,41.03,24.0,73.7,8.5,2.5,1015.3,105
2025-01-24 17:00:00,Indore,97.7,137.31,46.26,8.61,0.9,49.55,29.0,46.2,5.9,0.0,1013.5,208
2025-01-24 18:00:00,Delhi,110.64,165.9,45.19,18.86,1.14,17.08,25.5,70.9,6.9,0.0,1012.9,238
2025-01-24 19:00:00,Bhopal,168.68,250.61,52.2,23.23,1.55,32.97,32.2,50.3,7.8,0.0,1011.0,356
2025-01-24 20:00:00,Delhi,121.44,183.17,40.97,10.49,1.52,38.4,29.4,56.7,3.3,0.0,1011.0,259
2025-01-24 21:00:00,Delhi,102.33,153.4,17.45,8.8,1.19,33.78,28.3,79.5,10.3,2.5,1003.3,212
2025-01-24 22:00:00,Mumbai,139.03,198.12,38.51,27.48,0.49,5.28,37.4,39.4,6.6,12.0,1015.7,288
2025-01-24 23:00:00,Indore,32.61,51.64,56.91,14.33,2.4,41.01,32.0,58.0,1.0,0.0,1013.3,84
2025-01-25 00:00:00,Bhopal,118.25,200.2,40.54,24.82,1.9,53.23,23.9,61.6,7.9,12.0,1018.0,262
2025-01-25 01:00:00,Bhopal,136.98,225.02,41.3,17.08,1.49,36.4,27.5,62.8,5.8,0.0,1009.2,299
2025-01-25 02:00:00,Bhopal,58.25,97.23,59.8,17.03,0.9,22.63,27.5,48.2,13.1,0.0,1018.3,140
2025-01-25 03:00:00,Delhi,150.03,214.91,34.32,20.63,1.15,28.84,28.5,86.3,6.2,2.5,1011.0,310
2025-01-25 04:00:00,Bhopal,121.85,216.96,21.86,12.7,0.98,56.24,43.1,35.6,4.7,0.0,1009.1,269
2025-01-25 05:00:00,Bhopal,95.46,165.67,42.59,18.79,1.71,45.92,30.2,76.9,9.5,0.0,1019.7,216
2025-01-25 06:00:00,Mumbai,132.15,227.56,37.74,15.71,1.31,42.68,15.8,73.2,6.0,12.0,1013.8,292
2025-01-25 07:00:00,Delhi,189.47,327.64,30.51,10.08,0.89,39.28,24.7,83.5,5.7,2.5,1020.4,412
2025-01-25 08:00:00,Mumbai,116.37,206.33,42.37,20.02,1.01,27.07,16.4,31.2,9.5,0.0,1012.9,263
2025-01-25 09:00:00,Indore,118.69,192.0,52.37,16.42,1.65,32.59,26.0,42.0,4.9,12.0,1016.0,262
2025-01-25 10:00:00,Delhi,93.92,139.02,44.86,17.06,1.84,34.06,16.1,77.4,3.6,0.0,1017.1,203
2025-01-25 11:00:00,Mumbai,80.26,132.16,49.6,10.74,1.81,41.59,22.8,26.8,13.2,12.0,1010.6,183
2025-01-25 12:00:00,Indore,139.06,236.01,72.2,27.55,1.5,53.11,18.9,30.9,9.7,2.5,1013.7,316
2025-01-25 13:00:00,Mumbai,80.04,135.68,39.86,23.26,1.1,48.42,30.3,47.7,7.2,2.5,1012.8,181
2025-01-25 14:00:00,Indore,112.5,180.97,49.18,23.78,0.1,17.97,28.0,57.9,8.0,0.0,1016.2,248
2025-01-25 15:00:00,Bhopal,93.28,133.15,37.36,16.17,1.32,37.69,29.8,78.9,9.5,0.0,1006.7,197
2025-01-25 16:00:00,Bhopal,126.76,196.29,32.3,7.62,1.2,43.84,27.4,52.2,10.9,0.0,1015.0,269
2025-01-25 17:00:00,Delhi,121.68,215.16,36.23,29.72,1.26,42.43,19.6,45.9,5.7,0.0,1016.6,272
2025-01-25 18:00:00,Mumbai,146.31,239.04,37.82,17.63,1.22,27.45,31.1,59.7,9.1,0.0,1008.6,316
2025-01-25 19:00:00,Mumbai,92.15,148.85,50.39,13.51,0.67,69.97,39.5,62.0,6.5,0.0,1007.6,207
2025-01-25 20:00:00,Indore,100.55,151.59,80.24,20.5,1.42,19.67,30.5,61.6,7.4,2.5,1003.7,228
2025-01-25 21:00:00,Delhi,75.74,117.2,34.26,25.0,1.45,22.0,25.4,52.3,8.5,0.0,1022.4,165
2025-01-25 22:00:00,Bhopal,94.45,166.06,38.75,17.86,1.47,37.8,19.4,25.7,8.0,0.0,1008.3,214
2025-01-25 23:00:00,Mumbai,123.21,205.33,44.05,25.67,1.58,60.4,22.6,41.2,10.2,0.0,1019.1,272
2025-01-26 00:00:00,Indore,136.49,234.08,50.94,24.5,1.44,24.97,30.7,76.3,9.5,12.0,1011.0,305
2025-01-26 01:00:00,Bhopal,77.72,122.94,48.95,11.54,1.04,31.81,34.4,57.8,3.5,12.0,1017.5,175
2025-01-26 02:00:00,Bhopal,140.44,232.01,64.26,13.96,1.17,47.93,29.6,50.2,3.9,0.0,1014.9,313
2025-01-26 03:00:00,Bhopal,157.45,236.07,8.6,23.75,1.24,34.79,32.8,71.8,6.9,12.0,1022.5,321
2025-01-26 04:00:00,Indore,124.47,209.38,9.2,2.0,1.24,30.98,32.2,38.0,13.5,0.0,1019.2,265
2025-01-26 05:00:00,Indore,175.69,276.01,37.56,17.1,1.6,41.79,31.0,51.6,5.4,0.0,1013.1,373
2025-01-26 06:00:00,Bhopal,82.92,130.76,61.46,9.42,1.46,38.27,24.0,57.1,7.4,12.0,1013.5,189
2025-01-26 07:00:00,Indore,66.44,110.27,21.52,15.14,2.03,47.37,29.0,48.4,6.4,0.0,1015.4,146
2025-01-26 08:00:00,Bhopal,47.74,84.72,5.0,16.21,2.08,50.5,22.9,56.5,6.3,2.5,1025.0,104
2025-01-26 09:00:00,Bhopal,162.36,231.46,53.57,15.85,1.23,38.68,28.1,52.2,8.5,0.0,1012.3,339
2025-01-26 10:00:00,Bhopal,132.9,229.91,48.65,14.69,0.1,38.5,30.0,34.0,12.2,12.0,1005.5,297
2025-01-26 11:00:00,Indore,108.05,163.91,28.65,11.42,1.69,37.57,38.1,57.7,9.4,0.0,1013.2,228
2025-01-26 12:00:00,Delhi,119.8,188.99,30.22,31.75,0.98,40.87,20.1,35.1,5.6,0.0,1008.8,256
2025-01-26 13:00:00,Delhi,70.61,99.47,30.45,29.2,0.88,35.66,30.9,57.5,16.3,0.0,1013.1,149
2025-01-26 14:00:00,Indore,195.6,297.4,46.66,11.03,1.04,34.99,36.9,75.6,8.2,0.0,1017.8,412
2025-01-26 15:00:00,Mumbai,114.52,183.36,35.61,27.49,1.02,49.36,32.6,50.8,6.3,0.0,1014.5,248
2025-01-26 16:00:00,Indore,113.83,161.92,52.41,15.6,1.44,53.19,33.0,37.4,12.2,0.0,1009.0,242
2025-01-26 17:00:00,Mumbai,135.4,216.16,5.0,18.78,0.58,16.91,31.5,53.1,6.6,0.0,1011.0,282
2025-01-26 18:00:00,Bhopal,126.84,224.61,32.15,17.62,0.77,35.12,35.8,42.5,13.0,12.0,1006.7,282
2025-01-26 19:00:00,Mumbai,117.84,169.94,28.11,14.04,1.34,26.74,21.5,63.9,5.4,0.0,1018.4,244
2025-01-26 20:00:00,Bhopal,82.33,140.44,41.15,23.9,1.45,31.27,19.7,52.8,12.3,0.0,1016.1,187
2025-01-26 21:00:00,Delhi,126.5,197.83,36.93,18.76,1.46,39.83,28.0,80.6,8.6,2.5,1006.6,271
2025-01-26 22:00:00,Bhopal,175.87,292.31,56.97,15.14,0.89,43.03,15.0,72.4,11.9,0.0,1024.6,386
2025-01-26 23:00:00,Mumbai,157.09,236.28,17.11,10.17,0.81,33.65,35.4,52.7,13.7,0.0,1010.9,324
2025-01-27 00:00:00,Delhi,165.76,242.64,45.68,12.64,1.0,12.04,35.3,65.7,4.6,12.0,1013.5,347
2025-01-27 01:00:00,Delhi,92.11,134.86,53.38,8.15,1.3,23.42,25.4,49.1,11.8,0.0,1010.3,201
2025-01-27 02:00:00,Indore,75.36,107.63,72.85,18.07,1.79,45.76,25.8,55.5,3.8,0.0,1014.1,172
2025-01-27 03:00:00,Mumbai,105.6,155.68,37.77,10.82,0.38,5.0,27.6,49.6,4.9,0.0,1012.5,224
2025-01-27 04:00:00,Mumbai,111.95,186.47,49.87,16.41,1.11,49.25,28.3,66.5,5.6,0.0,1005.0,250
2025-01-27 05:00:00,Indore,148.3,259.92,17.94,26.22,0.67,41.25,28.8,76.5,9.5,0.0,1017.9,323
2025-01-27 06:00:00,Indore,50.76,87.6,9.12,25.2,0.54,50.79,31.3,67.0,8.1,2.5,1007.9,111
2025-01-27 07:00:00,Delhi,163.53,273.77,57.67,17.81,1.59,32.62,27.0,68.8,7.5,0.0,1016.6,361
2025-01-27 08:00:00,Indore,104.47,150.87,44.92,17.48,1.42,10.26,33.7,68.8,8.4,0.0,1010.8,222
2025-01-27 09:00:00,Delhi,95.06,144.08,62.68,29.28,1.38,40.16,30.7,63.3,9.8,2.5,1012.3,212
2025-01-27 10:00:00,Mumbai,74.58,113.65,24.4,21.12,1.57,50.3,24.4,37.9,10.0,0.0,1014.4,159
2025-01-27 11:00:00,Indore,52.08,78.12,52.8,16.03,1.01,46.1,36.0,80.5,11.3,2.5,1012.7,121
2025-01-27 12:00:00,Mumbai,138.81,222.93,73.03,9.44,1.03,27.05,19.9,82.1,13.5,0.0,1015.7,310
2025-01-27 13:00:00,Delhi,112.57,181.71,51.3,20.36,2.07,36.04,27.4,51.5,7.9,0.0,1008.5,249
2025-01-27 14:00:00,Bhopal,64.85,100.05,49.15,22.98,1.1,28.61,33.8,49.4,6.4,2.5,1017.2,147
2025-01-27 15:00:00,Bhopal,64.67,99.69,45.13,14.21,1.49,25.17,23.7,64.2,9.8,0.0,1006.8,146
2025-01-27 16:00:00,Mumbai,98.25,170.11,21.44,19.75,1.2,46.46,29.9,63.3,4.6,0.0,1007.4,216
2025-01-27 17:00:00,Delhi,168.42,288.95,65.33,15.82,0.46,20.63,31.3,52.0,6.0,0.0,1014.9,377
2025-01-27 18:00:00,Delhi,100.91,153.7,35.84,16.9,0.38,24.27,22.8,36.2,11.0,2.5,1017.2,216
2025-01-27 19:00:00,Bhopal,57.39,101.32,52.57,3.07,0.97,21.75,27.6,59.6,7.6,2.5,1013.4,139
2025-01-27 20:00:00,Delhi,101.4,180.6,21.55,16.67,1.62,17.12,27.1,63.3,4.4,0.0,1019.5,225
2025-01-27 21:00:00,Delhi,100.45,153.77,27.31,23.82,1.52,36.76,24.7,65.9,3.5,2.5,1007.8,213
2025-01-27 22:00:00,Mumbai,15.61,24.07,66.53,14.21,1.57,48.94,41.8,60.2,8.1,2.5,1006.2,52
2025-01-27 23:00:00,Bhopal,108.1,173.2,39.79,18.32,0.81,32.78,23.4,50.9,11.4,2.5,1016.2,236
2025-01-28 00:00:00,Delhi,101.92,181.05,66.8,13.46,1.85,16.93,34.0,69.9,11.4,12.0,1012.6,239
2025-01-28 01:00:00,Mumbai,134.37,235.21,43.83,20.16,0.81,45.08,25.6,56.0,8.3,2.5,1016.0,300
2025-01-28 02:00:00,Indore,174.71,251.77,17.37,16.7,1.29,55.23,21.5,48.0,14.0,0.0,1006.9,354
2025-01-28 03:00:00,Bhopal,149.43,232.68,58.38,12.36,1.2,27.25,28.6,52.3,7.7,0.0,1009.8,324
2025-01-28 04:00:00,Mumbai,100.59,163.09,36.15,26.0,1.13,29.26,31.9,28.8,7.6,0.0,1020.7,220
2025-01-28 05:00:00,Indore,71.27,114.12,55.48,23.57,1.74,41.19,33.5,52.3,1.0,0.0,1011.0,164
2025-01-28 06:00:00,Delhi,200.07,295.61,45.38,14.37,0.92,54.46,37.4,65.3,6.7,0.0,1019.1,417
2025-01-28 07:00:00,Delhi,112.07,195.4,21.85,20.99,0.66,28.76,45.0,60.1,10.6,0.0,1015.9,246
2025-01-28 08:00:00,Indore,110.49,184.6,47.46,21.22,1.21,19.01,29.5,77.8,12.7,2.5,1010.6,246
2025-01-28 09:00:00,Mumbai,109.16,189.4,77.94,21.85,1.04,42.58,24.0,51.1,5.5,2.5,1019.1,256
2025-01-28 10:00:00,Delhi,116.93,203.87,52.39,7.83,2.55,44.59,30.7,62.3,9.4,0.0,1013.6,265
2025-01-28 11:00:00,Delhi,104.95,178.34,44.14,24.04,1.47,35.07,26.4,66.9,11.1,0.0,1012.1,235
2025-01-28 12:00:00,Mumbai,89.92,141.69,61.13,14.58,1.04,28.3,33.6,90.1,8.0,0.0,1011.6,203
2025-01-28 13:00:00,Mumbai,90.86,149.39,48.16,15.85,0.78,46.93,20.2,57.2,1.2,0.0,1014.2,204
2025-01-28 14:00:00,Indore,108.85,159.38,48.14,33.83,0.45,41.34,42.2,39.3,8.7,0.0,1006.4,233
2025-01-28 15:00:00,Delhi,90.98,151.89,28.63,19.81,0.79,25.78,33.1,67.7,10.3,0.0,1016.5,200
2025-01-28 16:00:00,Mumbai,85.05,125.17,48.51,15.68,1.25,35.59,17.9,83.0,5.2,0.0,1014.2,186
2025-01-28 17:00:00,Bhopal,113.73,190.78,60.53,4.77,1.77,18.78,23.7,50.2,7.2,0.0,1009.1,258
2025-01-28 18:00:00,Indore,101.08,150.79,32.46,26.34,1.65,43.23,32.9,67.6,4.5,12.0,1005.7,214
2025-01-28 19:00:00,Indore,162.64,235.34,66.37,9.93,1.29,31.85,35.1,73.4,1.0,0.0,1010.7,345
2025-01-28 20:00:00,Indore,17.22,25.24,43.62,11.98,1.07,29.77,20.4,70.3,11.1,0.0,1013.3,48
2025-01-28 21:00:00,Indore,148.2,207.6,31.68,16.01,1.31,34.61,32.3,56.9,8.0,0.0,1012.8,303
2025-01-28 22:00:00,Bhopal,153.61,259.22,59.96,26.5,0.99,35.48,16.3,44.5,12.8,0.0,1012.7,342
2025-01-28 23:00:00,Indore,37.43,63.37,40.7,22.64,1.89,45.74,27.5,53.8,10.6,0.0,1015.4,91
2025-01-29 00:00:00,Indore,98.01,157.39,56.39,17.05,1.12,42.09,34.7,61.9,6.9,12.0,1006.2,220
2025-01-29 01:00:00,Mumbai,97.0,142.06,40.62,19.85,1.17,33.12,24.7,68.6,7.8,2.5,1011.7,207
2025-01-29 02:00:00,Delhi,60.74,87.06,44.1,14.4,0.31,44.16,19.0,60.0,9.7,12.0,1013.5,134
2025-01-29 03:00:00,Indore,82.78,116.52,52.4,18.84,1.12,39.81,28.9,49.3,10.9,12.0,1014.3,180
2025-01-29 04:00:00,Mumbai,71.13,104.3,49.36,18.44,1.53,29.88,24.4,63.3,9.0,2.5,1016.5,158
2025-01-29 05:00:00,Mumbai,171.33,300.91,15.07,23.81,0.77,33.5,31.8,67.9,11.3,0.0,1011.0,371
2025-01-29 06:00:00,Delhi,142.75,213.64,28.18,23.8,0.9,33.22,22.7,60.7,7.1,0.0,1012.3,297
2025-01-29 07:00:00,Mumbai,154.5,238.2,58.94,20.96,1.52,41.06,23.4,42.5,5.0,2.5,1008.3,333
2025-01-29 08:00:00,Mumbai,135.26,195.06,43.02,15.83,0.61,30.6,15.9,52.3,7.8,0.0,1013.9,283
2025-01-29 09:00:00,Indore,70.48,104.95,37.14,22.45,1.62,30.32,29.0,69.2,8.6,0.0,1007.6,154
2025-01-29 10:00:00,Indore,91.64,147.33,24.62,17.45,0.99,58.63,27.0,34.3,4.4,0.0,1014.9,197
2025-01-29 11:00:00,Mumbai,127.13,208.88,28.8,11.51,1.04,46.28,20.9,23.6,4.0,2.5,1017.9,274
2025-01-29 12:00:00,Bhopal,67.23,100.71,14.67,15.58,0.75,25.87,29.2,77.6,9.3,0.0,1014.3,140
2025-01-29 13:00:00,Delhi,134.95,192.05,43.48,18.51,1.35,41.85,34.2,62.7,6.8,0.0,1018.4,282
2025-01-29 14:00:00,Mumbai,101.59,158.11,36.02,23.46,2.18,36.42,26.7,64.1,7.5,0.0,1009.7,219
2025-01-29 15:00:00,Mumbai,96.88,144.71,30.5,16.9,1.51,39.7,29.6,38.8,6.9,0.0,1006.0,205
2025-01-29 16:00:00,Bhopal,134.88,200.68,43.98,10.74,0.85,36.65,29.6,66.1,12.6,0.0,1011.2,286
2025-01-29 17:00:00,Delhi,125.55,223.97,50.46,18.34,1.65,49.28,20.8,59.1,11.8,2.5,1008.9,285
2025-01-29 18:00:00,Mumbai,97.37,160.32,76.4,18.68,1.07,39.15,40.3,31.2,4.3,0.0,1009.5,227
2025-01-29 19:00:00,Mumbai,150.58,244.35,22.32,19.12,1.75,34.25,25.2,76.4,6.4,12.0,1000.9,320
2025-01-29 20:00:00,Indore,72.16,113.03,62.39,23.52,1.52,47.51,31.9,57.4,10.6,0.0,1012.9,167
2025-01-29 21:00:00,Mumbai,131.56,206.75,59.6,24.11,0.1,37.8,32.6,49.1,9.8,12.0,1012.1,289
2025-01-29 22:00:00,Bhopal,130.76,211.35,33.31,14.43,0.8,36.46,27.2,49.3,7.9,0.0,1016.2,282
2025-01-29 23:00:00,Mumbai,99.17,166.46,48.05,14.3,1.58,38.77,31.6,24.8,4.6,0.0,1014.8,223
2025-01-30 00:00:00,Delhi,121.41,204.08,38.14,11.76,1.26,33.88,29.5,63.9,6.0,12.0,1011.1,267
2025-01-30 01:00:00,Delhi,66.21,97.24,47.79,22.19,0.79,35.11,19.5,58.9,6.4,12.0,1016.6,147
2025-01-30 02:00:00,Bhopal,142.34,227.75,67.64,26.69,0.95,27.96,26.0,52.1,8.8,2.5,1016.4,315
2025-01-30 03:00:00,Mumbai,103.53,162.0,54.08,16.11,0.44,25.99,24.3,74.2,13.1,0.0,1009.6,229
2025-01-30 04:00:00,Mumbai,91.7,160.32,52.63,16.55,1.16,23.02,25.2,34.2,5.9,0.0,1013.0,212
2025-01-30 05:00:00,Mumbai,146.72,242.46,38.55,26.8,2.08,18.3,20.2,46.0,4.9,12.0,1019.6,319
2025-01-30 06:00:00,Mumbai,85.35,137.67,22.74,21.03,1.52,24.44,34.8,42.2,7.7,0.0,1013.6,184
